subgraph id = 36
Nreal : 2680
=================================
Full list of 2680 members:

1	6	2	
1	13	2	
1	22	2	
1	23	2	
1	24	2	
1	25	2	
1	26	2	
1	28	2	
1	38	2	
1	22	3	
1	23	3	
1	24	3	
1	25	3	
1	26	3	
1	27	3	
1	28	3	
1	34	3	
1	35	3	
1	36	3	
1	37	3	
1	42	3	
1	22	9	
1	23	9	
1	24	9	
1	25	9	
1	26	9	
1	27	9	
1	28	9	
1	38	9	
1	34	30	
1	35	30	
1	34	31	
1	35	31	
1	37	31	
1	38	31	
1	42	31	
1	37	32	
1	38	32	
1	34	33	
1	35	33	
1	60	48	
1	61	48	
1	63	48	
2	27	17	
2	34	17	
2	35	17	
2	36	17	
2	37	17	
2	51	17	
2	52	17	
2	53	17	
2	54	17	
2	58	17	
2	59	17	
2	60	48	
2	61	48	
2	63	48	
2	51	50	
3	51	17	
3	52	17	
3	53	17	
3	54	17	
3	58	17	
3	59	17	
3	51	50	
4	19	16	
4	20	16	
4	24	16	
4	38	16	
4	40	16	
4	47	16	
4	51	16	
4	57	16	
4	51	50	
4	53	52	
5	18	16	
5	19	16	
5	20	16	
5	24	16	
5	26	16	
5	40	16	
5	47	16	
5	51	16	
5	57	16	
5	28	23	
5	37	23	
5	37	32	
5	39	32	
5	40	33	
5	37	34	
5	39	34	
5	40	34	
5	44	34	
5	37	36	
5	39	36	
5	41	36	
6	21	9	
6	22	9	
6	24	9	
6	25	9	
6	27	9	
6	28	9	
6	18	16	
6	19	16	
6	20	16	
6	24	16	
6	40	16	
6	47	16	
6	51	16	
6	57	16	
6	28	23	
6	40	26	
6	40	33	
6	40	34	
6	44	34	
6	45	43	
6	51	49	
6	55	49	
7	51	8	
7	56	8	
7	61	8	
7	62	8	
7	63	8	
7	21	9	
7	22	9	
7	23	9	
7	24	9	
7	25	9	
7	26	9	
7	27	9	
7	28	9	
7	14	10	
7	15	10	
7	21	10	
7	22	10	
7	23	10	
7	24	10	
7	25	10	
7	27	10	
7	28	10	
7	29	10	
7	34	10	
7	35	10	
7	36	10	
7	37	10	
7	45	10	
7	51	10	
7	52	10	
7	53	10	
7	54	10	
7	58	10	
7	59	10	
7	22	17	
7	23	17	
7	24	17	
7	25	17	
7	27	17	
7	28	17	
7	29	17	
7	34	17	
7	35	17	
7	36	17	
7	37	17	
7	51	17	
7	52	17	
7	53	17	
7	54	17	
7	58	17	
7	59	17	
7	34	30	
7	35	30	
7	39	30	
7	34	31	
7	35	31	
7	37	31	
7	39	31	
7	37	32	
7	39	32	
7	50	47	
7	57	47	
7	61	47	
7	61	48	
7	63	48	
7	51	49	
7	55	49	
7	61	60	
8	21	9	
8	22	9	
8	23	9	
8	24	9	
8	25	9	
8	26	9	
8	27	9	
8	28	9	
8	14	10	
8	15	10	
8	21	10	
8	22	10	
8	23	10	
8	24	10	
8	25	10	
8	27	10	
8	28	10	
8	29	10	
8	34	10	
8	35	10	
8	36	10	
8	37	10	
8	45	10	
8	52	10	
8	53	10	
8	54	10	
8	58	10	
8	59	10	
8	22	17	
8	23	17	
8	24	17	
8	25	17	
8	27	17	
8	28	17	
8	29	17	
8	34	17	
8	35	17	
8	36	17	
8	37	17	
8	52	17	
8	53	17	
8	54	17	
8	58	17	
8	59	17	
8	34	30	
8	35	30	
8	39	30	
8	34	31	
8	35	31	
8	37	31	
8	39	31	
8	42	31	
8	37	32	
8	39	32	
8	55	49	
9	29	17	
9	34	17	
9	35	17	
9	36	17	
9	37	17	
9	51	17	
9	52	17	
9	53	17	
9	54	17	
9	58	17	
9	59	17	
9	34	33	
9	35	33	
9	40	33	
9	61	48	
9	63	48	
9	51	49	
9	55	49	
9	51	50	
9	61	60	
10	18	16	
10	19	16	
10	20	16	
10	26	16	
10	38	16	
10	40	16	
10	47	16	
10	57	16	
10	55	49	
11	18	16	
11	19	16	
11	20	16	
11	34	16	
11	47	16	
11	51	16	
11	57	16	
11	22	17	
11	27	17	
11	28	17	
11	29	17	
11	30	17	
11	31	17	
11	34	17	
11	36	17	
11	37	17	
11	51	17	
11	54	17	
11	58	17	
11	59	17	
11	37	35	
11	39	35	
11	41	35	
11	51	50	
12	18	16	
12	19	16	
12	20	16	
12	24	16	
12	26	16	
12	40	16	
12	47	16	
12	51	16	
12	57	16	
12	22	17	
12	23	17	
12	24	17	
12	25	17	
12	27	17	
12	28	17	
12	29	17	
12	30	17	
12	31	17	
12	37	17	
12	51	17	
12	54	17	
12	58	17	
12	37	32	
12	39	32	
12	40	33	
12	37	34	
12	39	34	
12	40	34	
12	44	34	
12	37	35	
12	39	35	
12	37	36	
12	39	36	
12	51	50	
13	18	16	
13	19	16	
13	24	16	
13	26	16	
13	33	16	
13	38	16	
13	40	16	
13	47	16	
13	57	16	
13	28	23	
13	38	32	
13	38	34	
13	40	34	
13	44	34	
13	38	35	
13	41	35	
13	38	36	
13	41	36	
13	60	45	
13	61	45	
13	63	45	
13	57	54	
13	60	54	
13	62	54	
13	63	54	
13	62	56	
14	22	17	
14	23	17	
14	25	17	
14	27	17	
14	28	17	
14	29	17	
14	30	17	
14	31	17	
14	32	17	
14	34	17	
14	35	17	
14	36	17	
14	37	17	
14	51	17	
14	52	17	
14	53	17	
14	54	17	
14	58	17	
14	59	17	
14	50	47	
14	57	47	
14	61	47	
14	61	48	
14	63	48	
14	51	49	
14	55	49	
14	58	56	
14	59	56	
14	62	56	
14	61	60	
15	61	60	
16	61	60	
17	20	19	
17	26	19	
17	38	19	
17	39	19	
17	45	19	
17	48	19	
17	56	19	
17	40	33	
17	55	49	
18	20	19	
18	26	19	
18	27	19	
18	34	19	
18	35	19	
18	38	19	
18	39	19	
18	45	19	
18	48	19	
18	51	19	
18	54	19	
18	56	19	
18	58	19	
18	34	33	
18	35	33	
18	40	33	
18	51	49	
18	55	49	
18	51	50	
20	37	35	
20	38	35	
20	39	35	
20	41	35	
20	37	36	
20	38	36	
20	39	36	
20	41	36	
20	45	43	
21	34	30	
21	35	30	
21	40	30	
21	34	31	
21	35	31	
21	38	31	
21	40	31	
21	42	31	
21	38	32	
21	34	33	
21	35	33	
21	40	33	
